SID,agreeableness_Compassion,agreeableness_Respectfulness,agreeableness_Trust,conscientiousness_Organization,conscientiousness_Productiveness,conscientiousness_Responsibility,extraversion_Assertiveness,extraversion_Energy.Level,extraversion_Sociability,neuroticism_Anxiety,neuroticism_Depression,neuroticism_Emotional.Volatility,openness_Aesthetic.Sensitivity,openness_Creative.Imagination,openness_Intellectual.Curiosity,Full_Date,all_beeps
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-25 11:00,20
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-25 15:00,21
01,3.5,3.848687659807365,2.832905634528208,1.5,1.342987469159241,3.167213263202757,2,4,4.520218534483538,3.5,3,1.6842028208962396,2.6584691689751505,3,3.325112440846108,2018-10-25 21:07,22
01,5,4,3.439917425139055,4,3.188128952834863,2,4,3.920841060037543,4,3.3333333333333335,5,4.2802679640063594,3,4.339087910942932,1.1979759757690993,2018-10-25 22:54,23
01,3.2380792295783487,4,3,3,3.34050858621501,3.303257610323397,3.7385685593603615,5,4.129084692584877,4,2,2,5,3.58667751236942,4,2018-10-25 23:47,24
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 3:00,25
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 7:00,26
01,4,4,3.9920601822516173,2.573030323262209,4.29536065824138,3,3.4538622017087537,4,4.756158827708948,3.5,2,2,2,4,4.429022446199622,2018-10-26 8:44,27
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 11:00,28
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 15:00,29
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 19:00,30
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 23:00,31
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-27 7:00,32
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-27 11:00,33
01,3,5,2.941239239888189,4,3.379908203610249,4,4,4.095538832259839,4,2,2,4,3.5,4.5141090889986,4.221937431848542,2018-10-27 16:46,34
01,4,4,2.5442878927175308,5,5,3.441935913000996,4,5,4.109479076269846,3,2,1.7058127885591303,2.9314529908548943,3,3.133530478584353,2018-10-27 22:55,35
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-27 23:00,36
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-28 3:00,37
01,4,4,3.6557125910155026,1.583819141639302,4,2.6679033595560258,3.218378909986297,4,4,2,4,4,5,3.443554221133648,4,2018-10-28 3:40,38
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-28 7:00,39
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-28 11:00,40
01,3.6666666666666665,3.51193220315515,4.39589710192258,2.5,4.098495167868156,4.541049134791735,4.5142649788194396,5,4,4,2,2.533875655764321,1,4,4.812980040785467,2018-10-28 17:40,41
01,4,3.2454315845105532,2.7645425871982106,4,2.5272821942573866,2,1.7937995470023012,4,4,2,3,3.16911441359054,5,4,3.402737806492669,2018-10-28 19:29,42
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-28 23:00,43
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-29 7:00,44
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-29 11:00,45
01,4,3.1302117532553466,3,4,0.5939801687302193,2,4,2.3971429561603532,1.1530588940494357,4,4,4,0.8893607954544285,4,1.9178674398443443,2018-10-29 15:22,46
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-29 19:00,47
01,2,2.9605878503294987,3,2.9389839633452612,5.0588370410542485,2.5,5.360987812834095,5,4,4,1.5,4.131352434592912,5,3.8806654753458703,4,2018-10-29 23:07,48
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-30 3:00,49
01,2,4,2.908452296147946,1,2,2.801291442540304,3.0371484731525498,3,2.600656152313052,4,4,5,3.1775333011324256,2,2.7275547419520056,2018-10-30 4:22,50
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-30 7:00,51
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-30 11:00,52
01,3.5749933298549688,2.851091116480364,3,3.4887985921615665,2,1.7906868666023046,4,4,0.9060117483047416,4,3,2,2.384929826910701,3.1600235261087106,4,2018-10-30 14:55,53
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-30 15:00,54
01,3.6185596545861998,4,3,4,3.207125626732685,3.3829505975141307,4,2,3.009542199817486,4,2,3.4713062041232425,4,4,4.205186262434882,2018-10-30 20:44,55
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-30 23:00,56
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-31 7:00,57
01,2.826100870878212,4,4,3.550672242052405,1,2,4.1091835485563,3.1235182504780545,4,3.5,2,2,4,1.2036370286237612,3.124813870332211,2018-10-31 8:57,58
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-31 11:00,59
01,5.472491720527792,5,2.783390974144377,4.96642625321028,4,4,4,3.017237060199307,3,2.6666666666666665,2,2.3813781601354576,2,3,3.9940876891428783,2018-10-31 12:18,60
01,2,4,3.840021136541075,4,4.580834944956635,4,2,4,4.436487392331873,4,4,4,4,3.8679450173702365,4,2018-10-31 15:18,61
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-31 19:00,62
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-31 23:00,63
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-01 7:00,64
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-01 11:00,65
01,4,3.091945974090511,3,2.433984244668587,3,3,4,4,5.755988694303795,3,3,4,4,3.7587763356751345,4,2018-11-01 13:11,66
01,3.0472001697271245,3,3,3,3.2864362847629827,2,1.884852546247603,3.0043170747231454,3,4,3,3,4,2.441375167087208,4,2018-11-01 13:05,67
01,3.7508672397810887,4,3,2,2.6766753368345397,4,3.277519874564147,4,4,3,2,2.834210785702484,4,1.901083647259688,3.5310768099386416,2018-11-01 15:01,68
01,2.138307717682695,4,3,4,2,3.6545223603697976,2,4,3.1427440032342604,4,4,4,4,4,5.125708603274447,2018-11-01 19:06,69
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-01 23:00,70
01,3,3.868684724633653,3,2.7789836923431483,2,5,3,3,3.1614019233620803,3,3,3,3,2.43314346831247,2.88908847758503,2018-11-02 4:28,71
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-02 7:00,72
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-02 11:00,73
01,4,3,2.5716714213901612,2.0329278757710774,2,1.9849268764800359,4.024407112486221,2,2,4,4,3,4.044610023003546,2.5482565541458673,2.5,2018-11-02 13:07,74
01,4,4.261828961011791,4,4,2.5453374807322344,3,1.6513824095140766,3,1.5719666592829753,3,3.5,3.2463248722449407,2,2.357396248449377,4,2018-11-02 16:39,75
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-02 19:00,76
01,4.7552014564951595,2,4,3.237530294820111,2,4,4,4,3.523644307608656,4,4,4,4,4,3.4509325191029747,2018-11-02 23:01,77
01,3.7199386851565324,3.8309862908426844,4,2,4,3.195694726922491,4,4,4.587715834037439,2,2,3.5,4,4.22604879984489,3.855850967604141,2018-11-02 23:08,78
01,3.299860673371583,2.0582309153887417,3.5,2,1.9195708501329782,2,2,2.424734464867277,3,4,4,4,2,2,3.418631815158841,2018-11-03 4:56,79
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-03 7:00,80
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-03 11:00,81
01,2.9478753293271147,3,2,3.72374023555296,3,5.451220411970669,3.597446559939513,2,4,3,2,2,4,3.28459648460757,5,2018-11-03 16:34,82
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-03 19:00,83
01,3,3.7431376769487503,1,4.367166873331632,3,3,2.8641305360935134,4,1,3,3,3,3,3,1.7726521494964707,2018-11-03 23:01,84
01,2.7616828880663826,3,2,1,2.7074442305230537,4,3,2.063792186397806,2.3868176487732486,2,3,2,3.5472753867250812,3.273831279414536,4,2018-11-03 23:02,85
01,3,4.11813883624587,3.0316616045446194,4.6755634190977915,4,3,2,1.1739916286627514,1,4,3,3,4,3.3915339303415073,3,2018-11-04 3:01,86
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-04 7:00,87
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-04 11:00,88
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-04 15:00,89
01,3.2800234595204363,4.251714227921473,3,3,3,3.645865250347281,3.12633987196939,4,3,4,4,3,3.3582101205548414,4,2.574462002994404,2018-11-04 19:02,90
01,2.672065364076562,3.5811108559320695,2.5,2,4,3.6839763933966845,3.3156796311588685,1.9503328325982998,2.5,5,2.5,4,2.5,2.950430745649079,3.7396010864711418,2018-11-04 23:01,91
01,3,3.4094491216119387,2,4,2,3.925599984829156,4,2,3.6534085478974188,4,3,2,4,4,2.477216405973287,2018-11-04 23:03,92
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-05 7:00,93
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-05 11:00,94
01,2.918878705852722,4,3,2,3.3928199230463965,4,4,4,4.590655437431822,2,2,2,3.8992727320502856,3.6289961916494886,3,2018-11-05 15:04,95
01,2.305572298458937,3.103367538652273,3.5,2,2,1.922596243723077,2,2,2.877872164608427,3.5,3,3.4174958500621693,2.3074352529007474,5,4,2018-11-05 15:06,96
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-05 19:00,97
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-05 23:00,98
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-06 3:00,99
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-06 7:00,100
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-06 11:00,101
01,3,3.8421752873715125,2.7837766510003,2.6365644027905137,2,3,4.645279658810264,3,2.129958778415631,3,3,3,3,2.4960637285784455,2.7776667403291997,2018-11-06 15:22,102
01,3,4.066780284136254,3,2.572679946164486,2,2.7550898755914224,3,4,1.8830133595671121,4,2,2.434074548931541,2,4.99490979646443,3.389084449199317,2018-11-06 15:25,103
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-06 19:00,104
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-06 23:00,105
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-07 3:00,106
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-07 7:00,107
01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-07 11:00,108
02,4,5,3.5835196759091534,2,2.9919444720562054,4,4,1.2509164220088995,4,3,2,3,4,3.232248596056787,4,2018-10-22 11:25,1
02,4.004448592121576,3,4,5.137783160282267,3.5,4.21682234355047,3.5,3.896768664380967,3.4275440787591305,2,1,1.5,1.7080407903827313,2,5,2018-10-22 13:23,2
02,3.872933504889478,5,3,4.63776683472973,3,4,3,2,3.5140816876726477,3,2,1,3.1844588055494567,2,5,2018-10-22 17:23,3
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-22 21:00,4
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-23 1:00,5
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-23 5:00,6
02,3,3.6450009118030646,4.270973935709909,3,2,2.8601901282666358,1,1.8076053997748238,1,3,2.5,2.670391321454806,3.3265378762662863,3,3,2018-10-23 10:00,7
02,2,4,2.7256505381465947,2,3,2.765647208192754,4.850052568937276,3.1072207876398164,2.5,4,2.3333333333333335,3.1963515834561926,4,4.767896324739713,2,2018-10-23 13:24,8
02,4.083882854393848,4,3,4.540137975012941,4,5,1,2,2.7535206267698693,4,1.5,1,3.000545864003973,4,3,2018-10-23 17:53,9
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-23 21:00,10
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-24 1:00,11
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-24 5:00,12
02,4,4.114176755902607,3,3,4,4.990905971040765,2.5,3.5100505114979494,3.3372825851710743,2,1.3333333333333333,1.6501975961263544,4.605432069560804,3,4,2018-10-24 10:00,13
02,3.6341519897791734,5,4,2.3398426111933053,4,4,2.9552648159058936,2,1,3.5,2,1.8950519286424066,3.4043681849707763,3,4,2018-10-24 13:23,14
02,5,3.5081293574732464,3,3,3,4.615339555138172,5.317724808207936,4,4,3,1,2.1828306660276002,3.589560902542159,2,3,2018-10-24 17:29,15
02,2.5134036928036756,3,3,2,3.5304065606156874,3,2.8143991588095627,3,3,4,2.5,2.8648042743737356,4.54506922686025,3,2,2018-10-24 21:23,16
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-25 1:00,17
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-25 5:00,18
02,3,3.6593249427217147,3,2,2.991314985881039,3,1,3.0506930551235216,3,3.6666666666666665,2,1.5742331701220884,3.5,2.076755680626399,3.7927039806388354,2018-10-25 9:50,19
02,3,4,3.3902378512231404,3,2,2.505170849432684,3.3494603468038155,3,2,3,1.5,1,3.5,3.0361618993450885,2.688797141715022,2018-10-25 13:29,20
02,3,4,3.7234939913370972,4.529683743867253,3,3.733520604278427,2,4,1.9861637626833537,3,2,2.196807530525461,1.5843710689910966,3,2.431371292109885,2018-10-25 17:27,21
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-25 21:00,22
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 1:00,23
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 5:00,24
02,4,4.484617033597487,2.7742670949440806,3,2.8080145060263235,4,3.8682886613586924,2.5,2.8242164950046713,2,2.5,2,4,2.7412577655380814,4,2018-10-26 7:39,25
02,3.756861358287191,4,3.3079090581938373,4.539632884388858,2.4500288105992296,3.5,2,3.927980643071403,3,3,2,2.7425245373763745,4,3,4.771755626343621,2018-10-26 10:00,26
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 13:00,27
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-26 17:00,28
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-27 1:00,29
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-27 5:00,30
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-27 9:00,31
02,3.5,2.6047281117692753,2.324027210732654,3,2,3.0813532328980746,3,4,4.092151896255386,4,1.5,2,3.534065661087301,2.5,3.6843017400801963,2018-10-27 14:33,32
02,3,4,2.801206487442981,4.64243634629838,2,5,4,3.9082844564336345,3,2.5,1.5,1.8665315714254544,3.502391941277554,4,4.0522263152126765,2018-10-27 17:25,33
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-27 21:00,34
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-28 1:00,35
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-28 5:00,36
02,3.0959428314856856,5,3,3.1147544421524875,2,3,2.7412325904280954,1,1.1304527307931838,2,2.5,2,3.5279192912786663,4,3,2018-10-28 12:01,37
02,3.469865371063647,4.666666666666667,3.0256795006272816,2,2.1773076945191385,3.666395499576784,2.5,1.1988555928271203,1.4302543795603326,3,2,2,4,2,4.573536868130885,2018-10-28 13:28,38
02,3.460557525912111,4.5,2.9104921588800887,2,3.9306136039636614,4,1.607591600761612,4.240369177098758,3,4,2.5,4.052062557423697,4,3.2919834838791218,4,2018-10-28 17:25,39
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-28 21:00,40
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-29 1:00,41
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-29 5:00,42
02,5.041574791631466,3.8470380873971806,3.5,3.5,2.5157714163945455,4.079717188664106,2,5.4621175987678665,4,2,1,2.487384768579952,4.222344204232572,3,4,2018-10-29 10:03,43
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-29 13:00,44
02,2.6666666666666665,3.4008791413111172,2.7331909699152246,2.5,4.116605267529795,5.142717472512994,2.1362378476323984,4,3.7067183302164155,2.5,2.5,1.0421857692470269,3.5,4.2485673906613215,3.9334406405632456,2018-10-29 17:24,45
02,4,4,3.11755353364147,2,3,3.8921978328792792,2,2.342508813511635,3,2,1.5,2,2.13179571496263,4,3,2018-10-29 20:59,46
02,3.3333333333333335,3.726946567454189,3.148937920173374,3.3071388662317096,2.5,3.1365424380216735,2,3,2.7363607453950225,2,2,2,3.992655450629926,3,4,2018-10-29 21:01,47
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-30 1:00,48
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-30 5:00,49
02,3,3,1.6614284923546387,4,3,2.4283622683455413,3.572026950186592,2,1,2.6666666666666665,1,2.0792739253590904,2.378676513643919,3.5535823472097556,3.5,2018-10-30 10:01,50
02,3.5,3.006848994885056,1.891146090348005,3,4.082581247887388,3.5102861987025804,2,3,3.0329784716476564,4,2,2,3.3349938187607355,3,4,2018-10-30 13:00,51
02,3.4734989651508585,4.5,3.3881129074846243,3.661128631850064,2.6797137598755003,3.5,1.994624173949972,2,2,3,2,2,4,2,4.296281377655092,2018-10-30 17:01,52
02,3.33568962272789,4.666666666666667,2.4055686339509403,3,4,3.7420261537457105,2.760192625475458,3,2,4,2,1,3,2.1833107687964537,4,2018-10-30 21:03,53
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-31 1:00,54
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-31 5:00,55
02,3.4259914697420233,3,4,3.062644709537937,3,4.09974532670736,4,3,1.6286193729101386,4,1.5,1,4,4,4.103284335964028,2018-10-31 9:01,56
02,4,4,3.420770463185578,4,3.708682022166828,4,3.439135433981177,3,2,3,2.3333333333333335,1.9038509449675618,3,3,3.574527667259701,2018-10-31 13:01,57
02,3.3158054225239635,5,4,3,5,2.8358872682226237,2.33651866319598,3,4,4,2.5,3.0541452897076335,3,3,3.9227867206539395,2018-10-31 17:09,58
02,4.0256501122340564,3.0381754366004023,3,2,2.0021386104582075,2.5698241656968728,2,2.0487436972568958,3,4,2.5,3,2.5219397018600667,2,3,2018-10-31 21:06,59
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-01 1:00,60
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-01 5:00,61
02,4,3.71847011216846,3,3.401927651596181,2.790816770452094,4,2.5,3.3793243924598797,3.6113447015965465,3.5,2,2,2.7895950635663334,3.5,4.966918063069657,2018-11-01 10:01,62
02,3,3.836930306565189,3,3,3,2.2045308532182952,2,2,1.0914796659206858,5,3,3.5,3,3,1.5207522383878622,2018-11-01 13:13,63
02,3.9128713071304375,3,3,3.5,2.8001680613409987,3.6492323032067655,2.5915579411855303,2,1,3.5,2,2.0028910547482437,3,4,1.1811196322920328,2018-11-01 17:02,64
02,2.587816078381906,2,2,3,4,3.2198056018053003,2.1582161955915704,3,2,4,2,2.5,3,4,2.1403232463949315,2018-11-01 21:02,65
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-02 1:00,66
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-02 5:00,67
02,5.128410821534006,4,3,4,2.182882940946917,4,4.455760370423043,3,4,3.5,1,2,3,4,4.345591312864357,2018-11-02 9:04,68
02,2.5929056778078414,4,4,2.2763689659305335,1.1655987061264081,4,3.7417050987711074,2.668819351152647,1.5,3,2,2,3.5,3.748304642732335,3.1212017201548035,2018-11-02 13:01,69
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-02 17:00,70
02,4,3.2400023644366316,3,4,2,3.4499337177289395,2,2,3.2357998584591177,2.5,2,2.5548528681432887,3,2.8380445531389245,3,2018-11-02 21:03,71
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-03 1:00,72
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-03 5:00,73
02,3,3,2.1454793641605665,2.571365516105159,2,2.519694065327046,3,1,2.6136273338456264,2,1,2,2.386529718665846,3,2,2018-11-03 9:03,74
02,4,4.385172631629894,3,3.9302982491316985,1,4,2,2,2.363859965475446,3,1,2,2.7251140109833547,2.5,1.7247221020787034,2018-11-03 13:05,75
02,3,5,3.186496807245982,4,4,3.7589698840331165,2,2.783168892355489,3,2.5,2,2,4,3,2.2662093975116986,2018-11-03 17:01,76
02,4,4,3.7643879292301343,4,3.349419322670346,4,3,3.540245294560192,4,2,1,2,4.621900787443974,2,3,2018-11-03 21:21,77
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-04 1:00,78
02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-04 5:00,79
02,3,3.8628018551753773,3,4,1.4533524593512153,3.7960745597642536,3.3409281478102226,3,2,4,2.6666666666666665,1.247199901299095,3,2.647087388025333,3,2018-11-04 10:37,80
02,4.0379068867899965,4,3.4562244219089937,3,2,3.5254040221407066,2.5,2.6569542840101237,3.0499157758546156,3,2,2,4,4.872701782922771,4,2018-11-04 14:02,81
